"","Actor","Director","id"
"18465","salman khan","david dhawan",161226
"18466","salman khan","andaleeb sultanpuri",161227
"18467","jorge becerra","julián hernández",161246
"18468","keiji sada","masaki kobayashi",161267
"18469","arto tuominen","risto jarva",161273
"18470","fabio testi","tonino valerii",161299
"18471","john hawkes","julia dyer",161303
"18472","christopher walken","leone marucci",161321
"18473","trevor devall","juno john lee",161337
"18474","lyda borelli","peter delpeut",161359
"18475","joseph o conor","peter delpeut",161361
"18476","salman khan","rakesh kumar",161402
"18477","lung leg","richard kern",161426
"18478","denyce lawton","monica mingo",161482
"18479","gustav dyekjær giese","michael noer",161491
"18480","peter falk","peter yates",161495
"18481","pamela tola","eirik svensson",161529
"18482","antonio albanese","giulio manfredonia",161545
"18483","walter pidgeon","victor saville",161602
"18484","cathy lee crosby","vincent mceveety",161620
"18485","hollie shay","brittany goodwin",161683
"18486","jack elliott","aiyana elliott",161687
"18487","dustin farnum","cecil b demille",161710
"18488","booboo stewart","david decoteau",161782
"18489","stephen dillane","henry jaglom",161795
"18490","matt ross","john walsh",161806
"18491","megan gallagher","michael scott",161825
"18492","essy persson","mac ahlberg",161827
"18493",NA,"burt gillett",161833
"18494","bonnie poe","dave fleischer",161885
"18495","ingrid guimarães","roberto santucci",161908
"18496","leo braudy","robert kramer",161915
"18497",NA,"earl duvall",161967
"18498","mae questel","dave fleischer",161969
"18499","hideaki ito","eiichiro hasumi",162006
"18500","roberto benigni","sergio citti",162056
"18501","bette davis","michael curtiz",162059
"18502","winston hibler","james algar",162117
"18503","walt disney","paul kenworthy",162139
"18504","tim roth","craig viveiros",162145
"18505","sergio castellitto","paolo genovese",162282
"18506","jean loup reynold","maurice pialat",162320
"18507","laia marull","miguel hermoso",162372
"18508","hippolyte girardot","angelo cianci",162374
"18509","alberto sordi","gian luigi polidoro",162382
"18510","carole bouquet","frédéric auburtin",162383
"18511","mark adams","niall johnson",162396
"18512","naomi kawase","naomi kawase",162406
"18513",NA,"naomi kawase",162435
"18514",NA,"naomi kawase",162437
"18515",NA,"naomi kawase",162442
"18516","werner herzog","werner herzog",162451
"18517","samat beysenbin","darezhan omirbayev",162453
"18518","laurent lacotte","serge bozon",162458
"18519",NA,"philippe garrel",162472
"18520","john f kennedy","robert drew",162494
"18521",NA,"tomás gutiérrez alea",162505
"18522","carlos larrañaga","fernando fernán gómez",162510
"18523",NA,"e hardon",162512
"18524","aï keïta","med hondo",162532
"18525",NA,"henwar rodakiewicz",162611
"18526","rhys coiro","charles olivier michaud",162643
"18527","lon chaney","tod browning",162678
"18528",NA,"jean painlevé",162686
"18529",NA,"norman mclaren",162755
"18530","amanda ooms","carl gustav nykvist",162818
"18531","tom skerritt","alan metzger",162850
"18532","mindy ramaker","david lynch",162864
"18533","walter huston","frank capra",162865
"18534","marion davies","harry beaumont",162874
"18535","anne van de ven","maartje seyferth",162877
"18536","david cohen","don levy",162899
"18537","benedict cumberbatch","bill condon",162903
"18538","justin gocke","paul annett",162934
"18539","satoko date","yasujiro ozu",162954
"18540",NA,"jean rouch",162987
"18541","vasilis diamantopoulos","thodoros maragos",163018
"18542","olga makeeva","alan badoev",163042
"18543",NA,"james h white",163053
"18544","david franks","paul sharits",163068
"18545","fernando eiras","júlio bressane",163077
"18546",NA,"frederick s armitage",163111
"18547","tsai chen nan","wu nien jen",163202
"18548","stephen king","laurent bouzereau",163250
"18549","sheldon shepherd","storm saulter",163313
"18550",NA,"rené clément",163333
"18551",NA,"john hubley",163343
"18552",NA,"les blank",163366
"18553","jack lemmon","clive donner",163376
"18554","dzhanik fayziev","ali khamrayev",163428
"18555","martin wallström","lisa james larsson",163431
"18556","priscilla alden","nick millard",163447
"18557","steven eckholdt","paul schneider",163523
"18558","ernest borgnine","john trent",163549
"18559","barry corbin","william katt",163583
"18560","mikhail baryshnikov","herbert ross",163630
"18561","ryan o neal","john korty",163631
"18562",NA,"israel cárdenas",163659
"18563",NA,"julián hernández",163676
"18564","rupert everett","francesco rosi",163706
"18565","ryan jones","daniel patrick carbone",163710
"18566","maro kodou","yorgos javellas",163791
"18567","danielle panabaker","mark griffiths",163814
"18568","erik schumann","rolf olsen",163837
"18569","jazzy de lisser","erica dunton",163845
"18570","joshua pak","eric crosland",163875
"18571",NA,"sergey loznitsa",163890
"18572","kirk douglas","hal needham",163907
"18573","olga zubarry","hugo santiago",163924
"18574",NA,"yvonne rainer",163937
"18575","éva gábor","ágnes kocsis",163942
"18576",NA,"nick sherman",163978
"18577","sergei bezrukov","dmitriy kiselev",164013
"18578","andrei popov","aleksey german",164041
"18579","donna death","nick zedd",164045
"18580","richard widmark","henry hathaway",164073
"18581","peter falk","robert wise",164123
"18582",NA,"wendy j n lee",164134
"18583","billy woodberry","thom andersen",164144
"18584","anjorka strechel","ramon zürcher",164328
"18585","viveca lindfors","morris engel",164353
"18586","ivan okhlobystin","vladlen barbe",164372
"18587","velibor topic","kieran parker",164377
"18588","ellie lambeti","mihalis kakogiannis",164421
"18589","julia stiles","john gray",164443
"18590","randolph scott","henry hathaway",164479
"18591","aleksandr revva","evgeniy abyzov",164502
"18592","randolph scott","henry hathaway",164504
"18593","harry styles","morgan spurlock",164558
"18594",NA,"ken loach",164580
"18595","spencer tracy","harry lachman",164687
"18596","leon robinson","robert townsend",164741
"18597","ugo tognazzi","antonio pietrangeli",164777
"18598","pinto colvig","charles a nichols",164954
"18599","soumitra chatterjee","satyajit ray",164990
"18600","akshay kumar","guddu dhanoa",165016
"18601","sebastian schlecht","jan krüger",165027
"18602",NA,"robert sahakyants",165095
"18603","sandra wey","éric rochat",165108
"18604",NA,"richard mans",165181
"18605","faye emerson","peter godfrey",165300
"18606",NA,"estela renner",165321
"18607","omar rodriguez lopez","omar rodriguez lopez",165344
"18608","hrithik roshan","sooraj r barjatya",165402
"18609","bobby deol","abbas alibhai burmawalla",165404
"18610","soumitra chatterjee","satyajit ray",165432
"18611","krešimir mikic","vinko brešan",165463
"18612","colm meaney","terry george",165477
"18613","jane march","jim donovan",165550
"18614","sarah shahi","todd levin",165567
"18615","norma jean almodovar","virginie despentes",165586
"18616","michael o keefe","bill semans",165621
"18617","kokoro kikuchi","masaaki yuasa",165718
"18618","forest whitaker","david a armstrong",165739
"18619","molly c quinn","duane journey",165864
"18620","golshifteh farahani","dariush mehrjui",165911
"18621","kareena kapoor","ken ghosh",166027
"18622","vicenta n dongo","roger gual",166085
"18623","grace powell","larry wade carrell",166161
"18624","jawed el berni","julaluck ismalone",166178
"18625","chiquito de la calzada","álvaro sáenz de heredia",166207
"18626","sunny deol","yusuf khan",166225
"18627","abhishek bachchan","j p dutta",166231
"18628",NA,"ram gopal varma",166255
"18629","vivek oberoi","rajat mukherjee",166258
"18630","akshaye khanna","priyadarshan",166260
"18631","dario bandiera","gianluca ansanelli",166262
"18632","abigail breslin","vincenzo natali",166271
"18633",NA,"omar majeed",166375
"18634","cassie mcfarlane","menelik shabazz",166393
"18635","f murray abraham","renzo martinelli",166452
"18636","leatrice joy","cecil b demille",166472
"18637","gregory peck","fred zinnemann",166607
"18638","2","norm mccabe",166610
"18639","douglas smith","analeine cal y mayor",166624
"18640","andre royo","jesse quinones",166627
"18641","frank albertson","john ford",166643
"18642","corin nemec","anthony fankhauser",166660
"18643","greg benson","bruce goodison",166677
"18644","alexandros parisis","makis papadimitratos",166733
"18645","laura bailey","garrett sander",166747
"18646",NA,"heinz emigholz",166770
"18647","kali bannerjee","ritwik ghatak",166798
"18648","greg grunberg","mike mendez",166822
"18649","marie bell","jacques feyder",166883
"18650","kristofers konovalovs","janis nords",166886
"18651",NA,"clément virgo",166901
"18652","leo gorcey","jean yarbrough",166904
"18653","jennifer esposito","kevin connor",167012
"18654","thanasis vengos","pantelis voulgaris",167021
"18655","najwa nimri","daniel calparsoro",167087
"18656","mamie van doren","howard w koch",167101
"18657",NA,"vsevolod pudovkin",167112
"18658",NA,"libby spears",167161
"18659","bartlomiej topa","wojciech smarzowski",167179
"18660",NA,"pes",167190
"18661","renee olstead","a d calvo",167198
"18662","toni servillo","roberto andò",167221
"18663","jan myslowicz","krzysztof zanussi",167267
"18664","nadia kaci","nadir moknèche",167284
"18665",NA,"steve sacks",167313
"18666","adam paroussos","john williams",167410
"18667","tripti mitra","ritwik ghatak",167494
"18668","michel gondry","michel gondry",167502
"18669","greg mullavey","paul leder",167556
"18670","klaus maria brandauer","antonin svoboda",167618
"18671",NA,"mika ronkainen",167644
"18672","josephat torner","harry freeland",167649
"18673","petri luukkainen","petri luukkainen",167658
"18674","laura bailey","steve ball",167666
"18675","hallie todd","glenn withrow",167673
"18676","laura soveral","fernando lopes",167707
"18677","rakel wärmländer","teresa fabik",167726
"18678","julie gonzalo","maclain nelson",167733
"18679","vincent d onofrio","michael lindsay hogg",167738
"18680","christina hendricks","ryan gosling",167810
"18681","andrey mironov","aleksandr mitta",167858
"18682","antonio marsina","mario siciliano",167874
"18683","marie osmond","don chaffey",167882
"18684","daisy lowe","tobias tobbell",167919
"18685","janne virtanen","aku louhimies",167928
"18686","brad dourif","marc didden",167938
"18687","billy boyd","armen evrensel",167948
"18688","leon isaac kennedy","george bowers",167951
"18689","marc velasco","david muñoz",167956
"18690","ariel goldenberg","marcelo galvão",167983
"18691","tristan barr","lee galea",168022
"18692","william fichtner","matthew miele",168051
"18693","ludivine sagnier","alexandre castagnetti",168055
"18694","claudia galli","jörgen bergmark",168057
"18695","john cusack","tod williams",168098
"18696","quim gutiérrez","àlex pastor",168138
"18697",NA,"daniel dencik",168164
"18698","nana ioseliani","otar iosseliani",168179
"18699",NA,"igor kovalyov",168202
"18700","jay hunt","john ford",168217
"18701",NA,"louis lefebvre",168235
"18702","amrita puri","abhishek kapoor",168245
"18703",NA,"arto halonen",168261
"18704","shima iwashita","keisuke kinoshita",168295
"18705","ken uehara","keisuke kinoshita",168300
"18706","demos murphy","daniel borgman",168320
"18707","helen hunt","joyce chopra",168361
"18708","elizabeth taylor","arthur allan seidelman",168375
"18709","wes bentley","erik skjoldbjærg",168399
"18710","richard egan","raoul walsh",168408
"18711","josé balmes","patricio guzmán",168421
"18712","marcia gay harden","joan carr wiggin",168426
"18713","gabriel mann","john g young",168450
"18714","yevgeniya smolyaninova","aleksandr petrov",168478
"18715","michael parducci","christopher livingston",168485
"18716","thomas gibson","sam pillsbury",168501
"18717","ice cube","tim story",168530
"18718","tony goldwyn","daniel j sullivan",168535
"18719","eitan cunio","tom shoval",168552
"18720","gene wilder","mark l bussler",168607
"18721","jean marc chautems","johnny barrington",168616
"18722","carl lumbly","kevin hooks",168647
"18723","tom sizemore","don michael paul",168676
"18724","stephen mcgann","andrea arnold",168693
"18725","kate jackson","paul ziller",168712
"18726","patrik karlson","antonio tublén",168758
"18727","richie ren","arvin chen",168814
"18728","marek kondrat","wojciech marczewski",168819
"18729","dennis kucinich","jeremy seifert",168864
"18730","robert amstler","rene perez",168885
"18731","trevor devall","owen hurley",168903
"18732","max von sydow","krzysztof zanussi",168976
"18733","keiji sada","masaki kobayashi",168981
"18734","fabio volo","umberto riccioni carteni",169069
"18735","janne loffe carlsson","lars lennart forsberg",169090
"18736","diane bellego","patrick schulmann",169091
"18737","robert sean leonard","andrew chapman",169158
"18738","danny trejo","nick lyon",169298
"18739","phil davis","jules bishop",169310
"18740","ruby larocca","jimmy screamerclauz",169314
"18741","bing crosby","frank tuttle",169355
"18742","hugh grant","nicolas klotz",169357
"18743","margaret langrick","sandy wilson",169379
"18744",NA,"rick minnich",169382
"18745",NA,"mitra farahani",169448
"18746",NA,"andy warhol",169496
"18747","noah taylor","bob ellis",169594
"18748","peter finch","ralph thomas",169618
"18749","sam eidson","katie graham",169642
"18750","dan palmer","christian james",169644
"18751","svetozar cvetkovic","dusan makavejev",169656
"18752","enrico brignano","andrea zaccariello",169683
"18753","trevor noah","david paul meyer",169721
"18754","polly cole","joe robert cole",169730
"18755","jeanna fine","dag yngvesson",169747
"18756","lydia wilson","richard curson smith",169782
"18757","janet leigh","john rich",169788
"18758","stanley doe hunt","jonathan singer vine",169798
"18759","ashton sanders","chris eska",169800
"18760","brie larson","destin cretton",169813
"18761","robert carradine","jack smight",169832
"18762","anthony perkins","petra haffter",169836
"18763",NA,"landon van soest",169840
"18764","myrna loy","alexander korda",169842
"18765","elias koteas","roger cardinal",169844
"18766","coco","lotfy nathan",169853
"18767",NA,"douglas tirola",169860
"18768","edd hall","josh greenbaum",169864
"18769","kris lemche","andrew weiner",169865
"18770",NA,"emmanuel gras",169877
"18771","liam neeson","scott frank",169917
"18772","alain delon","josé pinheiro",170033
"18773","billy campbell","adrian moat",170039
"18774",NA,"ilya chaiken",170094
"18775","giannina facio","daphna kastner",170187
"18776","elisabeth harnois","john o hartman",170194
"18777","tallulah bankhead","harry beaumont",170234
"18778","ingmar bergman","jörn donner",170263
"18779","laurence harvey","laurence harvey",170315
"18780","rui gomes","paulo rocha",170368
"18781","kelly mcgillis","mary lambert",170399
"18782","judy davis","susan seidelman",170400
"18783","laurence payne","robert hartford davis",170548
"18784","henry hull","stuart walker",170582
"18785","corey feldman","alan roberts",170603
"18786","glenda jackson","christopher miles",170677
"18787","jean dujardin","eric rochant",170689
"18788","aidan quinn","mikael salomon",170740
"18789","francisco rabal","carlos saura",170767
"18790","akshay kumar","david dhawan",170838
"18791","dilip kumar","subhash ghai",170845
"18792",NA,"jackie raynal",170856
"18793","judita frankovic","vlatka vorkapic",170898
"18794",NA,"bruce baillie",170923
"18795",NA,"iris k shim",170967
"18796","danny denzongpa","shivajee chandrabhushan",170986
"18797","gianfranco rosi","gianfranco rosi",171061
"18798","kivanc tatlitug","yilmaz erdogan",171160
"18799","isabelle huppert","diane kurys",171213
"18800","chuck berry","robert abel",171232
"18801","eric roberts","arthur luhn",171277
"18802","david naughton","john llewellyn moxey",171292
"18803","leonard nimoy","philip leacock",171308
"18804","lola lane","william clemens",171346
"18805","jonathan rosenbaum","ignatiy vishnevetsky",171357
"18806","ving rhames","alfonso rodríguez",171363
"18807","lorenza izzo","eli roth",171424
"18808","anastasios soulis","simon sandquist",171427
"18809","lior ashkenazi","navot papushado",171540
"18810","mike mizanin","scott wiper",171581
"18811","kim ah joong","byun sung hyun",171587
"18812","charles korvin","ford beebe",171594
"18813","graziela felix","roberta marques",171597
"18814","silje salomonsen","arild østin ommundsen",171648
"18815","anthony michael hall","thomas farone",171688
"18816","khaled nabawy","sam kadi",171698
"18817","marc béland","jimmy larouche",171771
"18818","chase williamson","todd burrows",171776
"18819","rolando ravello","rolando ravello",171826
"18820","gabrielle anwar","frederic golchan",171840
"18821","nicholas turturro","michael corrente",171857
"18822",NA,"james crump",171859
"18823","craig hill","reginald le borg",171861
"18824","oliver wnuk","sven bohse",171873
"18825",NA,"caroline bacle",171885
"18826",NA,"jan haft",171902
"18827","pat boone","herbert b leonard",171908
"18828","divine","jeffrey schwarz",171910
"18829","maeve quinlan","doug campbell",171952
"18830",NA,"mike kaplan",171961
"18831",NA,"susanna helke",171964
"18832","frank baroni","raffaele donato",171993
"18833",NA,"thomas imbach",172003
"18834","lefteris daskalakis","werner herzog",172011
"18835","bill ayers","haskell wexler",172014
"18836","constance cummings","lowell sherman",172104
"18837","erin davies","erin davies",172120
"18838","gary kemp","ildikó enyedi",172198
"18839","elizabeth olsen","charlie stratton",172226
"18840","lorenzo lamas","john weidner",172259
"18841","alice szellay","istván szots",172295
"18842","philippe cross","pierre perrault",172297
"18843","anthony perkins","sidney lumet",172340
"18844","matthew lillard","brendan maher",172386
"18845","casper van dien","sidney j furie",172396
"18846","douglas fairbanks","john emerson",172443
"18847","úrsula corberó","miguel larraya",172457
"18848","jung yoon lee","jim finn",172474
"18849","marina kalogirou","christoforos papakaliatis",172499
"18850","olivia wilde","joe swanberg",172533
"18851","lisagay hamilton","john sayles",172542
"18852","jason flemyng","nancy meckler",172545
"18853","adriene mishler","sean gallagher",172548
"18854","shaun evans","david drury",172577
"18855","olesya rulin","benjamin epps",172631
"18856",NA,"peter tscherkassky",172673
"18857","caroline cave","steven r monroe",172721
"18858","amy yip","gin yeung chi",172760
"18859","casper van dien","daniel lusko",172767
"18860","paul walker","eric heisserer",172803
"18861","trieste kelly dunn","geoff marslett",172824
"18862","josh duhamel","kevin goetz",172847
"18863","bernard hill","chris newby",172868
"18864","dieudonné m bala m bala","dieudonné m bala m bala",172890
"18865","glenn ford","ted tetzlaff",172908
"18866","damián alcázar","roberto sneider",172923
"18867","andy lau","yuen wah",172972
"18868","nathalie baye","jeanne labrune",172973
"18869","brian ashcraft","brad crawford",173056
"18870","michael a miranda","jerry ciccoritti",173080
"18871","borja elgea","ernesto martín",173151
"18872","ralph h baer","sean tiedeman",173165
"18873",NA,"aj schnack",173168
"18874","jacek fedorowicz","stanislaw bareja",173171
"18875","virginie efira","david moreau",173185
"18876","michael morton","al reinert",173192
"18877","cate blanchett","richard robbins",173205
"18878","sean parker","alex winter",173210
"18879","michael madsen","zoran lisinac",173224
"18880","5201","oliver rihs",173288
"18881","anthony michael hall","anthony michael hall",173299
"18882",NA,"paul stekler",173300
"18883","freda kelly","ryan white",173301
"18884","peter molyneux","anthony caulfield",173327
"18885","lori march","morris engel",173340
"18886","lakis lazopoulos","yorgos lanthimos",173385
"18887","sakis rouvas","nicholas dimitropoulos",173421
"18888","dylan mcsoley","davy rothbart",173465
"18889","john milius","joey figueroa",173467
"18890","diana nyad","timothy wheeler",173480
"18891","atom egoyan","josh johnson",173484
"18892","daryl gibson","christopher smith",173491
"18893","aleksandre takaishvili","kote miqaberidze",173494
"18894","jonah falcon","brian spitz",173495
"18895",NA,"matt adams",173497
"18896","nora tschirner","jones",173499
"18897","afrika bambaataa","henry cora",173577
"18898","conrad nagel","cecil b demille",173580
"18899",NA,"pieter rim de kroon",173587
"18900","margit carstensen","rainer werner fassbinder",173631
"18901","moe howard","vernon keays",173634
"18902","william gargan","cy endfield",173635
"18903","paul scofield","clive rees",173638
"18904","ann sheridan","claude binyon",173662
"18905","shabana azmi","sai paranjape",173728
"18906","ezequias marques","andrea tonacci",173732
"18907",NA,"ozualdo ribeiro candeias",173739
"18908","gary daniels","richard martin",173793
"18909",NA,"cecilia peck",173796
"18910","wendell burton","harvey hart",173805
"18911","claudia gerini","giorgia farina",173847
"18912","santeri kinnunen","aleksi mäkelä",173865
"18913","jana brejchová","evald schorm",173873
"18914","christopher lee","colin webb",173874
"18915","aline macmahon","george b seitz",173891
"18916","canada lee","zoltan korda",173893
"18917","milla jovovich","paul w s anderson",173897
"18918","adam driver","lance edmands",173911
"18919","emmanuelle devos","jérôme bonnell",173912
"18920","andrea suarez","sam fleischner",173917
"18921","ivo canelas","jorge paixão da costa",173928
"18922","beau bridges","charles burnett",174000
"18923","bill hicks","rupert edwards",174020
"18924","pamela sue martin","peter hyams",174162
"18925","louis hayward","walter doniger",174278
"18926","ben whishaw","matt wolf",174309
"18927","paul rudd","phil morrison",174311
"18928","melissa leo","enid zentelis",174314
"18929","elaine stritch","chiemi karasawa",174319
"18930",NA,"josh fox",174322
"18931","gore vidal","nicholas d wrathall",174324
"18932","whoopi goldberg","whoopi goldberg",174325
"18933","kodi smit mcphee","rob meyer",174326
"18934","ryan sheckler","adam bhala lough",174334
"18935","stanley tucci","neil labute",174341
"18936","nikohl boosheri","meera menon",174348
"18937",NA,"banker white",174350
"18938",NA,"dan krauss",174351
"18939","birdie africa","jason osder",174352
"18940","debra meiburg","warwick ross",174358
"18941","thomas bridegroom","linda bloodworth thomason",174366
"18942","haley bennett","mo ogrodnik",174369
"18943",NA,"deidre schoo",174371
"18944","mateusz banasiuk","tomasz wasilewski",174372
"18945","lenny cooke","joshua safdie",174374
"18946","rochelle hudson","hugh harman",174442
"18947","naveen andrews","stavros kazantzidis",174487
"18948","vera kholodnaya","yevgeni bauer",174552
"18949",NA,"paul terry",174565
"18950","benjamin christensen","benjamin christensen",174593
"18951","norma talmadge","chester m franklin",174594
"18952",NA,"j searle dawley",174598
"18953","kerry finlayson","drew daywalt",174611
"18954",NA,"josh oreck",174615
"18955","kellan lutz","conor allyn",174645
"18956","missy keating","marina de van",174671
"18957","jon foster","karl mueller",174678
"18958","zoë bell","josh c waller",174682
"18959","muhammad ali","bill siegel",174688
"18960","akira kamiya","tetsuo imazawa",174712
"18961","leonid bykov","anatoli granik",174720
"18962","sergey puskepalis","anton megerdichev",174733
"18963",NA,"leif erlsboe",174748
"18964","natalie portman","gavin o connor",174751
"18965","charles bickford","william c de mille",174762
"18966","sharlto copley","sebastián cordero",174772
"18967","patricia hearst","robert stone",174787
"18968","william haines","sam wood",174792
"18969","vera kholodnaya","pyotr chardynin",174895
"18970","vladimir mayakovsky","yevgeni slavinsky",174905
"18971","elliott dexter","cecil b demille",174925
"18972","pola negri","ernst lubitsch",174928
"18973","charles ray","jerome storm",174946
"18974","harry houdini","irvin willat",175005
"18975","ann harding","john cromwell",175027
"18976","eddie bracken","andrew l stone",175065
"18977","mae whitman","peggy holmes",175112
"18978","iris hall","oscar micheaux",175226
"18979","amanda crew","robert cuffley",175245
"18980","george segal","melvin frank",175287
"18981","pat healy","e l katz",175291
"18982","mary pickford","frances marion",175334
"18983","rainer egger","florian flicker",175380
"18984",NA,"omar mullick",175427
"18985",NA,"walter ruttmann",175457
"18986",NA,"walter ruttmann",175461
"18987","ernst deutsch","karlheinz martin",175503
"18988","jack records","walt disney",175518
"18989","forest whitaker","kasi lemmons",175541
"18990",NA,"frank capra",175553
"18991","tyler perry","tyler perry",175555
"18992",NA,"aleksandr sanin",175597
"18993","sophie letourneur","sophie letourneur",175606
"18994","glenn ford","george marshall",175681
"18995","marko tiusanen","jari halonen",175739
"18996","angela finocchiaro","sophie chiarello",175791
"18997","ivor novello","maurice elvey",175822
"18998","29175","g w pabst",175869
"18999",NA,"steven rosenbaum",175910
"19000","john heard","joan micklin silver",175924
"19001","frances dee","george nichols jr",175983
"19002","janusz gajos","wojciech marczewski",176032
"19003",NA,"maciej zak",176037
"19004","laura camien","ela thier",176069
"19005","jake hoffman","youssef delara",176077
"19006","jena malone","m blash",176079
"19007","anna margaret hollyman","zach clark",176085
"19008","seth green","alonso mayo",176088
"19009","margo","edward dmytryk",176143
"19010","josé ferrer","josé ferrer",176216
"19011","wentworth miller","brad turner",176241
"19012","william dills","lewis h moomaw",176273
"19013","jaime winstone","yann demange",176297
"19014",NA,"walter ruttmann",176298
"19015","iwan mosschuchin","alexandre volkoff",176389
"19016","lika babluani","nana ekvtimishvili",176403
"19017",NA,"dziga vertov",176407
"19018","mindy robinson","jason lockhart",176545
"19019","marianne mardi","teuvo tulio",176568
"19020","dallas roberts","matthew arnold",176570
"19021","kay francis","lloyd bacon",176627
"19022","bor jeng chen","hou hsiao hsien",176650
"19023","lee kang i","chang tso chi",176651
"19024","rick roberts","jeff woolnough",176715
"19025","alex hannant","luke rivett",176720
"19026","rogério samora","fernando lopes",176807
"19027",NA,"chris rodley",176896
"19028","fabian wolfrom","david cholewa",176915
"19029","anthony quinn","carol reed",177043
"19030","emilio estevez","steven brill",177085
"19031","macleod andrews","arthur vincie",177112
"19032","douglas fairbanks jr","alfred e green",177190
"19033","william hurt","james hawes",177203
"19034",NA,"ron mann",177216
"19035","jeremy gardner","jeremy gardner",177221
"19036","leo gorcey","edward bernds",177234
"19037","t nia miller","campbell x",177354
"19038","arshad warsi","subhash kapoor",177358
"19039","edward ellis","garson kanin",177436
"19040","sterling hayden","sidney salkow",177440
"19041","sophia loren","sidney lumet",177474
"19042","jorma tommila","jari halonen",177522
"19043","mischa barton","matt orlando",177552
"19044","ben cross","mark atkins",177566
"19045","debbie reynolds","don weis",177580
"19046","trent reznor","robert fantinatto",177622
"19047","max kidd","wolfgang groos",177697
"19048","billie joe armstrong","doug hamilton",177703
"19049",NA,"jonathan hock",177869
"19050","ross lynch","jeffrey hornaday",177888
"19051","will rogers","david butler",177902
"19052","masaharu fukuyama","hirokazu koreeda",177945
"19053","george clinton","yvonne smith",177950
"19054","ingolf lück","adolf winkelmann",177979
"19055","reginaldo faria","hector babenco",178032
"19056","tyrone power","john ford",178103
"19057","tuppence middleton","diarmuid lawrence",178146
"19058","franco nero","vatroslav mimica",178222
"19059","kathleen hanna","sini anderson",178290
"19060","lal","joy mathew",178314
"19061","joan crawford","reinhold schünzel",178337
"19062","kay francis","michael curtiz",178341
"19063",NA,"kelly reichardt",178382
"19064",NA,"kelly reichardt",178385
"19065","volker bruch","philipp kadelbach",178446
"19066","edward everett horton","archie mayo",178447
"19067",NA,"pirjo honkasalo",178469
"19068","mohamed kheir halouani","tewfik saleh",178535
"19069","joko anwar","edwin",178543
"19070","leo gorcey","william beaudine",178569
"19071","charles boyer","richard fleischer",178587
"19072","david fernández fabu","stathis athanasiou",178595
"19073","june allyson","john sturges",178607
"19074",NA,"gabrielle baur",178675
"19075","pachara chirathivat","nattawut poonpiriya",178751
"19076","pamela tola","johanna vuoksenmaa",178806
"19077","lisa ann","deborah anderson",178862
"19078","tatyana goryacheva","alexander sokurov",178907
"19079",NA,"samantha buck",178917
"19080","george arliss","john g adolfi",178927
"19081","craig ferguson","jay chapman",178946
"19082","hannah hoekstra","bobby boermans",179053
"19083","margaret sullavan","rudolph maté",179057
"19084","david niven","delmer daves",179085
"19085","john lee ames","travis zariwny",179105
"19086","julian barratt","ben wheatley",179111
"19087","benjamin murmelstein","claude lanzmann",179146
"19088","alain chabat","quentin dupieux",179150
"19089","marguerite sundberg","john craddock",179159
"19090",NA,"james algar",179188
"19091","laura bayley","george albert smith",179235
"19092","harold smith","george albert smith",179236
"19093","jason mewes","steve stark",179267
"19094",NA,"justin salerian",179270
"19095","gillian jacobs","adam rapp",179288
"19096",NA,"maría verónica ramírez",179302
"19097","marco girnth","zoltan spirandelli",179308
"19098","lara jean chorostecki","colin carter",179398
"19099","amza pellea","sergiu nicolaescu",179519
"19100","hugo silva","álex de la iglesia",179538
"19101","sam dalton","james williamson",179549
"19102","zarah leander","douglas sirk",179553
"19103","fay wray","phil rosen",179603
"19104",NA,"matthieu lietaert",179668
"19105","tair mamedov","sarik andreasyan",179690
"19106","tülin özen","semih kaplanoglu",179715
"19107","danny trejo","eric schwartz",179799
"19108","antonia campbell hughes","alexandra mcguinness",179805
"19109","grace johnston","jacob roebuck",179812
"19110","john mcelhone","scott mactavish",179822
"19111","anton yelchin","stephen sommers",179826
"19112",NA,"peter tscherkassky",179837
"19113",NA,"krzysztof kieslowski",179847
"19114","nagarjuna akkineni","praveen gandhi",179848
"19115","mariko okada","yoshishige yoshida",179868
"19116","elyse levesque","peter coggan",179966
"19117",NA,"deann borshay",180016
"19118",NA,"ron dorfman",180021
"19119","victor rebengiuc","cristi puiu",180050
"19120",NA,"harun farocki",180093
"19121","richard norton","cirio h santiago",180132
"19122","shirley maclaine","robert butler",180152
"19123","shawn phelan","neal israel",180162
"19124","hiromichi sakamoto","cédric dupire",180244
"19125","lee min ki","no deok",180252
"19126","paul rudd","david wain",180296
"19127","iko uwais","gareth evans",180299
"19128","philip seymour hoffman","shane salerno",180314
"19129","gary cole","pinchas perry",180318
"19130",NA,"penelope spheeris",180363
"19131","danton mello","maurício farias",180371
"19132","leigh bowery","charles atlas",180399
"19133","maribel verdú","gracia querejeta",180418
"19134","allan edwall","jarl kulle",180514
"19135",NA,"guy debord",180555
"19136","famke janssen","harold guskin",180607
"19137","gary cooper","stephen roberts",180635
"19138","lee yo won","kang woo suk",180651
"19139","ajay devgn","sajid khan",180680
"19140","martin starr","abe levy",180688
"19141","david bowie","james hale",180691
"19142","mieczyslaw czepulonis","lech majewski",180695
"19143",NA,"coodie simmons",180705
"19144","matt mccoy","ralph hemecker",180717
"19145","carrie snodgress","strathford hamilton",180721
"19146","steven weber","kristoffer tabori",180794
"19147","krishna das","jeremy frindel",180813
