"","original_title","id","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi","Actor","Director","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","success_1_to_1"
"104","abcsofdeath2",193726,2014-10-02,7171,24078133.8007948,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ericjacobus","rodneyascher",0,1,28281,0,"4",0
"105","abeautifulmind",453,2001-12-11,313542341,6e+07,135,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"russellcrowe","ronhoward",3,1,93820758,1,"4",1
"106","abiggersplash",324807,2015-11-26,1982505,24078133.8007948,120,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"tildaswinton","lucaguadagnino",0,0,0,0,"4",0
"107","aboutadam",18168,2000-01-28,151559,24078133.8007948,105,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"katehudson","gerardstembridge",2,0,0,0,"1",0
"108","aboutlastnight",222899,2014-02-14,49002684,12500000,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"kevinhart","stevepink",1,0,0,1,"1",1
"109","aboutschmidt",2755,2002-12-13,105834556,3e+07,125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jacknicholson","alexanderpayne",0,1,17654912,1,"4",1
"110","abovethelaw",9395,1988-04-08,18869631,7500000,99,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"stevenseagal","andrewdavis",5,2,525438899,0,"2",1
"111","abronxtale",1607,1993-09-14,17287898,2.2e+07,121,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"robertdeniro","robertdeniro",8,0,0,0,"3",0
"112","absenceofmalice",19429,1981-12-18,40716963,1.2e+07,116,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"paulnewman","sydneypollack",2,2,447448367,0,"4",1
"113","absolutelyanything",86828,2015-06-26,7200039,24078133.8007948,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"simonpegg","terryjones",0,0,0,0,"2",0
"114","absolutelyfabulousthemovie",372411,2016-07-01,37915971,24078133.8007948,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jennifersaunders","mandiefletcher",0,0,0,0,"3",1
"115","absolutepower",66,1997-02-14,50068310,5e+07,121,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"clinteastwood","clinteastwood",4,13,1623280963,1,"1",1
"116","ÂÁèÊóÂÖâ",45861,2000-12-31,240093,1900000,102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"zhaobenshan","zhangyimou",0,4,369322136,0,"4",0
"117","aceinthehole",25364,1951-06-29,1300000,1821052,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"kirkdouglas","billywilder",2,2,11500000,0,"2",0
"118","aceventurapetdetective",3049,1994-02-04,107217396,1.5e+07,86,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"jimcarrey","tomshadyac",6,1,128769345,1,"1",1
"119","aceventurawhennaturecalls",9273,1995-11-10,212385533,3e+07,90,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"jimcarrey","steveoedekerk",5,0,0,1,"4",1
"120","achorusline",1816,1985-12-10,14202899,24078133.8007948,113,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"michaeldouglas","richardattenborough",6,0,0,0,"4",0
"121","achristmasstory",850,1983-11-18,19294144,24078133.8007948,94,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"melindadillon","bobclark",0,4,55078470,1,"4",0
"122","acivilaction",9422,1998-03-05,56702901,7e+07,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"johntravolta","stevenzaillian",1,0,0,1,"1",0
"123","aclockworkorange",185,1971-12-18,26589000,2200000,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"malcolmmcdowell","stanleykubrick",1,1,44017374,0,"4",1
"124","acod",115283,2013-10-03,175705,24078133.8007948,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"adamscott","stuzicherman",1,0,0,0,"4",0
"125","acountessfromhongkong",2984,1967-01-05,2e+06,3500000,113,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"marlonbrando","charliechaplin",1,0,0,0,"1",0
"126","acrosstosingapore",142159,1928-04-07,596000,290000,85,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ramonnovarro","williamnigh",0,0,0,0,"2",1
"127","acryinthewild",25373,1990-06-01,1,24078133.8007948,82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jaredrushton","markgriffiths",0,0,0,0,"2",0
"128","actionjackson",10117,1988-02-12,20256975,7e+06,96,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"carlweathers","craigrbaxley",0,0,0,1,"1",1
"129","acureforwellness",340837,2017-02-15,26559557,4e+07,146,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,"danedehaan","goreverbinski",1,0,0,0,"1",0
"130","adangerousmethod",48231,2011-09-30,27462041,1.5e+07,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"keiraknightley","davidcronenberg",1,1,1338365,1,"3",1
"131","adanggaman",78248,2000-08-31,28,24078133.8007948,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rasmanÈouÈdraogo","rogergnoanmbala",0,0,0,0,"3",0
"132","addamsfamilyvalues",2758,1993-11-19,48919043,24078133.8007948,94,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ra˙ljuli·","barrysonnenfeld",0,3,762306606,1,"4",1
"133","addictedtolove",2058,1997-05-23,34673095,24078133.8007948,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"megryan","griffindunne",1,1,22707064,0,"2",1
"134","admission",144340,2013-03-21,1.8e+07,1.3e+07,107,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"tinafey","paulweitz",2,1,7087452,1,"1",1
"135","adogspurpose",381289,2017-01-19,194647323,2.2e+07,100,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"dennisquaid","lassehallstrˆm",0,0,0,0,"1",1
"136","ÊóÊúÊàÊ",16766,2006-07-15,47636016,24078133.8007948,135,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"tsuyoshikusanagi","shinjihiguchi",0,0,0,0,"3",1
"137","ÊÅãÁ",40713,2007-11-03,44038000,24078133.8007948,129,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"yuiaragaki","natsukiimai",0,0,0,0,"4",1
"138","ÊçâÂñË",334298,2015-07-16,385284817,4e+07,111,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"baibaihe","ramanhui",0,0,0,0,"3",1
"139","ÊÂç",210911,2013-09-06,7865,24078133.8007948,105,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"chinsiuho","junomak",0,0,0,0,"3",0
"140","ÂÈ‚ÊÊ†",271706,2016-07-08,84552250,4531653,100,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"jiguanlin","liangxuan",0,0,0,0,"3",1
"141","ÊÈÅ†„Å0",248087,2013-12-20,84500000,24078133.8007948,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"junichiokada","takashiyamazaki",0,1,83061158,0,"4",1
"142","ÊÈÅìÂÊà‰â",283127,2015-05-21,12756,24078133.8007948,115,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"hayatoichihara","takashimiike",0,0,0,0,"2",0
"143","ÊôÂèñÂÅËôûÂ",294992,2014-12-24,228984,24078133.8007948,141,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"zhanghanyu","tsuihark",0,0,0,0,"4",0
"144","·Éõ·Éù·Éú·Éê·Éú·Éò·Éî·Éë·Éê",96920,1984-06-30,215496,24078133.8007948,153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"avtandilmakharadze","tengizabuladze",0,0,0,0,"2",0
"145","„Éá„Ç„Ç„É„Çvs„Éë„É„Ç„Çvs„ÉÄ„É„Ç„É„Ç",25961,2007-07-14,42238454,24078133.8007948,90,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"craigblair","kunihikoyuyama",0,1,5e+07,0,"3",1
"146","„Éá„Ç„Éû„É„Éà",16007,2006-06-17,27793200,2e+07,126,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"tatsuyafujiwara","shusukekaneko",2,1,50710400,0,"2",1
"147","„Éá„Ç„Éû„É„Éàthelastname",16140,2006-10-28,50710400,24078133.8007948,141,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"tatsuyafujiwara","shusukekaneko",1,0,0,0,"4",1
"148","‰É‰„Å‰ç",346,1954-04-26,271841,2e+06,207,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"toshiromifune","akirakurosawa",0,1,4069653,0,"2",0
"149","„É„É„Ç",2671,1998-01-31,8690429,1200000,96,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"nanakomatsushima","hideonakata",1,2,48917844,0,"1",1
"150","„É„É„Ç2",9669,1999-01-23,18686644,6e+06,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"mikinakatani","hideonakata",0,1,30231200,0,"1",1
"151","„É„É„Ç„É„Ç„É„É„ÉÊñÂöáÂ†Áâàq",75629,2012-11-17,60487945,24078133.8007948,106,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,"megumihayashibara","hideakianno",0,1,7.7e+07,0,"4",1
"152","aferim",319993,2015-01-22,105097,1379375,108,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"teodorcorban","radujude",0,0,0,0,"1",0
"153","affliction",31662,1997-08-28,6330054,6e+06,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"nicknolte","paulschrader",2,1,2062066,0,"3",1
"154","afghanstar",24225,2009-06-26,101543,24078133.8007948,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"habibamiri","havanamarking",0,0,0,0,"2",0
"155","afieldinengland",179111,2013-07-05,32846,24078133.8007948,90,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"julianbarratt","benwheatley",0,2,3911581,0,"3",0
"156","afinemess",48609,1986-08-08,6029824,24078133.8007948,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"teddanson","blakeedwards",1,3,46354198,0,"3",0
"157","africancats",57586,2011-04-22,15240456,24078133.8007948,89,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"samuelljackson","alastairfothergill",1,0,0,0,"2",0
"158","afterglow",26941,1997-12-26,2465960,24078133.8007948,119,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"nicknolte","alanrudolph",1,0,0,0,"4",0
"159","aftertheball",309924,2015-02-27,161820,24078133.8007948,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"portiadoubleday","seangarrity",0,0,0,0,"1",0
"160","agentcodybanks",10923,2003-03-14,58795814,2.8e+07,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"frankiemuniz","haraldzwart",1,1,90565421,1,"1",1
"161","agentcodybanks2destinationlondon",17047,2004-06-24,28818995,2.6e+07,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"frankiemuniz","kevinallen",0,0,0,1,"2",1
"162","agirlwalkshomealoneatnight",252171,2014-01-19,395000,1e+06,99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"sheilavand","analilyamirpour",0,0,0,0,"1",0
"163","aharddaysnight",704,1964-07-06,12299668,560000,88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"johnlennon","richardlester",0,0,0,1,"3",1
"164","ahistoryofviolence",59,2005-09-23,60740827,3.2e+07,96,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"viggomortensen","davidcronenberg",0,3,83912762,1,"3",1
"165","ahologramfortheking",270010,2016-04-22,4212494,3e+07,97,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tomhanks","tomtykwer",1,0,0,1,"2",0
"166","airamerica",11856,1990-08-10,33461269,24078133.8007948,112,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"melgibson","rogerspottiswoode",5,4,411104981,0,"3",1
"167","airbud",20737,1997-08-01,23144499,3e+06,98,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"kevinzegers","charlesmartinsmith",1,1,95404397,1,"3",1
"168","airbudgoldenreceiver",21661,1998-08-14,10224116,24078133.8007948,90,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kevinzegers","richardmartin",0,0,0,0,"3",0
"169","airlift",375290,2016-01-22,3.2e+07,4500000,126,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,"akshaykumar","rajamenon",0,0,0,0,"1",1
"170","airplane",813,1980-07-02,83453539,3500000,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"roberthays","jimabrahams",1,3,271721043,1,"3",1
"171","airplaneiithesequel",2665,1982-12-10,27150534,24078133.8007948,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"roberthays","kenfinkleman",0,0,0,0,"4",1
"172","airport1975",27932,1974-10-18,4.7e+07,3e+06,107,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"charltonheston","jacksmight",0,0,0,0,"4",1
"173","aitraaz",22315,2004-11-12,9250000,3500000,159,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"akshaykumar","abbasalibhaiburmawalla",5,0,0,0,"4",1
"174","aiweiweineversorry",84169,2012-06-14,181107,24078133.8007948,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"aiweiwei","alisonklayman",0,0,0,0,"2",0
"175","alceste„†bicyclette",156236,2013-01-16,10759874,24078133.8007948,104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"mayasansa","philippeleguay",0,0,0,0,"1",0
"176","aleagueoftheirown",11287,1992-07-01,107458785,4e+07,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tomhanks","pennymarshall",5,0,0,1,"3",1
"177","alexanderandtheterriblehorriblenogoodverybadday",218778,2014-10-08,100654149,2.8e+07,81,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stevecarell","miguelarteta",1,0,0,0,"4",1
"178","ali",8489,2001-12-11,87713825,1.07e+08,157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"willsmith","michaelmann",0,1,17752940,1,"4",0
"179","alibicom",398929,2017-02-15,222430,24078133.8007948,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"philippelacheau","philippelacheau",0,0,0,0,"1",0
"180","alicethroughthelookingglass",241259,2016-05-25,299370084,1.7e+08,113,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"johnnydepp","jamesbobin",0,0,0,1,"2",1
"181","alien",348,1979-05-25,104931801,1.1e+07,117,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"tomskerritt","ridleyscott",0,6,1061882654,1,"2",1
"182","alien‚",8077,1992-05-22,159773545,5e+07,114,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"sigourneyweaver","davidfincher",1,1,369330363,0,"2",1
"183","aliencovenant",126889,2017-05-09,232380243,9.7e+07,122,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"michaelfassbender","ridleyscott",0,0,0,1,"2",1
"184","alienresurrection",8078,1997-11-12,1.62e+08,7e+07,109,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"sigourneyweaver","jeanpierrejeunet",0,2,23494789,1,"4",1
"185","aliens",679,1986-07-18,183316455,18500000,137,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"sigourneyweaver","jamescameron",2,0,0,1,"3",1
"186","alittlebitofheaven",45156,2011-02-03,1296937,24078133.8007948,106,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"katehudson","nicolekassell",0,0,0,1,"1",0
"187","allaboutthebenjamins",13950,2002-03-08,25482931,1.4e+07,95,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"icecube","kevinbray",4,0,0,1,"1",1
"188","allacciatelecinture",258322,2014-03-06,5260000,24078133.8007948,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"kasiasmutniak","ferzanozpetek",0,0,0,0,"1",0
"189","allied",369885,2016-11-17,119520023,8.5e+07,124,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,"bradpitt","robertzemeckis",0,0,0,1,"4",1
"190","alliwantforchristmas",13644,1991-11-08,14812000,24078133.8007948,92,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"harleyjanekozak","robertlieberman",0,1,22955097,0,"4",0
"191","allthatjazz",16858,1979-12-20,37823676,24078133.8007948,123,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"royscheider","bobfosse",2,0,0,0,"4",1
"192","allthequeensmen",31668,2001-10-14,23000,1.5e+07,99,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"mattleblanc","stefanruzowitzky",0,0,0,1,"4",0
"193","alltherightmoves",18172,1983-10-21,17233166,24078133.8007948,91,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"tomcruise","michaelchapman",5,0,0,0,"4",0
"194","almostchristmas",340402,2016-11-11,42487325,1.7e+07,111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"kimberlyelise","davidetalbert",0,0,0,1,"4",1
"195","aloft",251321,2014-02-12,53086,8e+06,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jenniferconnelly","claudiallosa",0,0,0,1,"1",0
"196","aloha",222936,2015-05-27,26250020,3.7e+07,105,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"bradleycooper","cameroncrowe",0,0,0,1,"2",0
"197","aloneinthedark",40952,1982-11-12,8178569,2e+07,93,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"jackpalance","jacksholder",0,0,0,1,"4",0
"198","aloneinthedark",12142,2005-01-28,10442808,2e+07,96,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,"christianslater","uweboll",0,0,0,1,"1",0
"199","alonewithher",18206,2006-04-28,10018,1e+06,78,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,"colinhanks","ericnicholas",0,0,0,1,"2",0
"200","alongwaydown",141043,2014-03-20,7176347,24078133.8007948,96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"piercebrosnan","pascalchaumeil",1,0,0,0,"1",0
"201","alowdowndirtyshame",26352,1994-11-23,29392418,1e+07,100,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"keenenivorywayans","keenenivorywayans",0,0,0,1,"4",1
"202","alphaandomega",12819,2010-09-17,39300000,2e+07,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"haydenpanettiere","bengluck",1,0,0,0,"3",1
"203","alteredstates",11542,1980-12-25,19853892,1.5e+07,102,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,"williamhurt","kenrussell",2,2,1339404,0,"4",1
"204","always",11352,1989-12-22,74134790,3.1e+07,122,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"richarddreyfuss","stevenspielberg",2,8,2662406879,0,"4",1
"205","alwayssanch„menoy„h",13430,2005-11-11,33053559,24078133.8007948,133,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"makihorikita","takashiyamazaki",0,3,178773452,0,"4",1
"206","amanofnoimportance",52038,1994-12-22,953,24078133.8007948,99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"albertfinney","surikrishnamma",0,0,0,0,"4",0
"207","americanadobo",50819,2001-09-29,4,344,104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"cherrypiepicache","lauriceguillen",0,0,0,0,"3",0
"208","americanbeauty",14,1999-09-15,356296601,1.5e+07,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"kevinspacey","sammendes",4,1,14899417,1,"3",1
"209","americanbuffalo",31546,1996-09-13,665450,24078133.8007948,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"dustinhoffman","michaelcorrente",1,0,0,0,"3",0
"210","americandream",41326,1990-09-28,269823,24078133.8007948,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"jessejackson","barbarakopple",0,0,0,0,"3",0
"211","americanflyers",14040,1985-08-16,1400000,24078133.8007948,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"kevincostner","johnbadham",10,1,8175346,0,"3",0
"212","americangraffiti",838,1973-08-01,1.4e+08,777000,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"richarddreyfuss","georgelucas",4,2,1424796335,1,"3",1
"213","americanhoney",340485,2016-09-30,1751330,24078133.8007948,162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sashalane","andreaarnold",0,0,0,1,"3",0
"214","americanpop",29204,1981-02-13,6e+06,24078133.8007948,96,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ronthompson","ralphbakshi",0,1,760883,0,"1",0
"215","americanstrays",136311,1996-09-12,1910,24078133.8007948,97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"lukeperry","michaelcovert",0,0,0,0,"3",0
"216","americanthebillhicksstory",46105,2010-04-10,90275,24078133.8007948,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"kevinbooth","mattharlock",0,0,0,0,"2",0
"217","americanultra",261392,2015-08-19,27139524,2.8e+07,96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"jesseeisenberg","nimanourizadeh",1,0,0,1,"3",0
"218","americanwarships",97632,2012-05-15,1e+06,24078133.8007948,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"mariovanpeebles","thunderlevin",0,0,0,0,"2",0
"219","americanwedding",8273,2003-08-01,231449203,5.5e+07,103,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"jasonbiggs","jessedylan",0,0,0,1,"3",1
"220","amightyheart",1988,2007-01-01,18928871,1.6e+07,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"angelinajolie","michaelwinterbottom",1,1,951179,1,"1",1
"221","amightywind",13370,2003-04-16,18750246,6e+06,91,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"bobbalaban","christopherguest",0,1,5542025,1,"2",1
"222","amistad",11831,1997-12-03,7.4e+07,3.6e+07,155,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"morganfreeman","stevenspielberg",6,3,817011965,1,"4",1
"223","amityville3d",27214,1983-11-18,6333135,24078133.8007948,105,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"tonyroberts","richardfleischer",0,1,1e+08,0,"4",0
"224","amoresperros",55,2000-06-16,20908467,2e+06,154,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"gaelgarcÌabernal","alejandrogonz·leziÒ·rritu",2,1,60427839,1,"2",1
"225","amourturbulences",168055,2013-04-02,7636,24078133.8007948,96,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ludivinesagnier","alexandrecastagnetti",0,0,0,0,"2",0
"226","anaconda",9360,1997-04-11,136885767,4.5e+07,89,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"jenniferlopez","luisllosa",2,0,0,1,"2",1
"227","analansmitheefilmburnhollywoodburn",78149,1998-02-20,45779,1e+07,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jackiechan","alansmithee",4,0,0,1,"1",0
"228","anamericancarol",13948,2008-10-03,7e+06,2e+07,83,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"kevinfarley","davidzucker",0,0,0,1,"4",0
"229","anamericaninparis",2769,1951-08-08,4500000,2723903,113,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"genekelly","vincenteminnelli",0,0,0,0,"3",1
"230","anamericanrhapsody",37920,2001-06-22,850225,24078133.8007948,106,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"scarlettjohansson","Èvag·rdos",1,0,0,0,"2",0
"231","anamericantail",4978,1986-11-21,84542002,9e+06,80,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"phillipglasser","donbluth",1,1,84460846,0,"4",1
"232","anamericantailfievelgoeswest",10380,1991-11-21,40766041,24078133.8007948,75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"phillipglasser","philnibbelink",0,0,0,0,"4",1
"233","anamericanwerewolfinlondon",814,1981-08-21,31973249,1e+07,97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"davidnaughton","johnlandis",0,4,399903685,0,"3",1
"234","anchorman2thelegendcontinues",109443,2013-12-18,173649015,5e+07,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"willferrell","adammckay",2,1,133346506,1,"4",1
"235","andjusticeforall",17443,1979-10-19,33300000,24078133.8007948,119,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"alpacino","normanjewison",9,2,95777588,0,"4",1
"236","andsoitgoes",253235,2014-07-20,25312387,1.8e+07,94,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"michaeldouglas","robreiner",0,1,30400,1,"3",1
"237","andyouthoughtyourparentswereweird",77664,1991-11-15,402539,24078133.8007948,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"marciastrassman","tonycookson",0,0,0,0,"4",0
"238","aneducation",24684,2009-10-29,26096852,7500000,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"careymulligan","lonescherfig",0,3,73708944,1,"4",1
"239","angelasashes",10397,1999-12-25,13,25,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"emilywatson","alanparker",0,1,38955598,1,"4",0
"240","angeleyes",5852,2001-05-15,29700000,5.3e+07,102,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"jenniferlopez","luismandoki",1,1,6916869,1,"2",0
"241","angelsintheoutfield",24795,1994-07-15,50236831,24078133.8007948,102,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"dannyglover","williamdear",0,1,140987,0,"3",1
"242","anightinthelifeofjimmyreardon",47818,1988-07-21,6264058,24078133.8007948,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"riverphoenix","williamrichert",0,0,0,0,"3",0
